file_name,audio_data,sample_rate,label,breed,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_0_max,mfcc_1_max,mfcc_2_max,mfcc_3_max,mfcc_4_max,mfcc_5_max,mfcc_6_max,mfcc_7_max,mfcc_8_max,mfcc_9_max,mfcc_10_max,mfcc_11_max,mfcc_12_max,mfcc_0_min,mfcc_1_min,mfcc_2_min,mfcc_3_min,mfcc_4_min,mfcc_5_min,mfcc_6_min,mfcc_7_min,mfcc_8_min,mfcc_9_min,mfcc_10_min,mfcc_11_min,mfcc_12_min
Esek\esek_2.wav,"[-0.00981532 -0.00494412  0.00327322 ...  0.00049547  0.00024783
  0.00095991]",8000,donkey,,1.3308985,-1.1001909,0.58295095,-0.29667822,0.144981,0.19385104,0.20465285,-0.013326143,0.039038975,-0.42934617,-0.23085096,-0.103602186,0.023897257,1.555222,-0.99835396,-0.5667873,-1.1666847,-0.08603623,-1.1249334,-1.1410121,-0.63554287,-0.61189055,-0.4841278,0.1923638,-0.6315948,-0.86967087,0.88420624,-1.0282738,-0.35718223,-1.0951433,-0.37021896,0.4797996,0.19052798,0.84307534,-1.1368895,-0.34320694,0.3914981,-1.056116,0.1345621,-0.6195551,-0.3300469,0.45336965,-0.032802198,-0.8096505,0.88283396,0.95762277,0.6267016,-0.47759464,-0.8847195,-0.90091413,-0.288436,0.51149786
Kopek-Part2\dog_198.wav,"[ 0.00274592 -0.00538617 -0.004358   ...  0.01816284  0.00970919
  0.00380102]",11025,dog,,0.8666767,-0.0687548,-1.2908468,-0.92266005,-0.932614,0.075322695,0.38938636,-0.09459195,1.7955363,0.5258814,0.33487272,1.6117542,1.0675576,-0.099493854,0.2720206,1.0286484,-0.2588242,0.55479366,0.1674619,0.018984439,0.19865291,1.4746099,0.0946367,0.63059044,0.69334865,1.0646548,0.88420624,0.00920849,-0.35718223,-0.741038,-0.20158151,0.6646896,0.25847882,0.46540406,3.5533497,0.12296725,0.69649374,1.6110367,1.4588375,0.7119064,0.052035857,-0.7703124,-0.729207,-0.6661324,-0.1424174,0.13948095,-0.21692643,1.268471,0.34550568,-0.23596673,0.70668095,0.54016066
Inek\inek_28.wav,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.0517578e-05
 -3.0517578e-05  0.0000000e+00]",11025,cow,,-0.048753556,-0.8371204,0.4191803,0.4600803,1.1602509,0.046613984,0.3613878,-0.26934326,0.06572658,-0.70652556,-0.56849384,0.16581765,-0.011060542,3.410804,-0.5097739,0.09310176,0.8205973,1.5219728,-0.9885637,-1.1167186,-1.0865682,-1.1691244,-0.6475235,-0.38266614,-1.0260986,-1.3278127,0.88420624,-0.912378,0.49094862,0.6549594,2.082877,-0.23600352,0.1795146,-0.8234119,-0.7506639,-1.4691468,-1.3015351,-0.30168986,-0.52384007,-1.8515226,0.052035857,0.20369565,0.94502366,1.4371749,0.35424635,1.1297868,-0.1635461,0.5016783,-0.11145189,-0.26647595,0.70976776,0.8862339
Kopek-Part2\dog_198.wav,[0.00515472 0.00571767 0.00271073 ... 0.00930096 0.01395422 0.00885946],11025,dog,,0.8666767,-0.0687548,-1.2908468,-0.92266005,-0.932614,0.075322695,0.38938636,-0.09459195,1.7955363,0.5258814,0.33487272,1.6117542,1.0675576,-0.099493854,0.2720206,1.0286484,-0.2588242,0.55479366,0.1674619,0.018984439,0.19865291,1.4746099,0.0946367,0.63059044,0.69334865,1.0646548,0.88420624,0.00920849,-0.35718223,-0.741038,-0.20158151,0.6646896,0.25847882,0.46540406,3.5533497,0.12296725,0.69649374,1.6110367,1.4588375,0.7119064,0.052035857,-0.7703124,-0.729207,-0.6661324,-0.1424174,0.13948095,-0.21692643,1.268471,0.34550568,-0.23596673,0.70668095,0.54016066
songs\bird_eurasian_magpie_148889.flac,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00 -3.0517578e-05]",44100,bird,eurasian_magpie,-0.61516845,0.87650675,0.3162136,0.9179509,0.14863326,1.584902,0.9048327,0.3871788,0.056858502,0.1714759,-0.5477282,0.15397952,-0.028373111,-0.7974131,-1.0190451,-1.2946402,-0.41858235,-1.0111327,-1.2844054,-1.3273078,-1.1832551,-1.3462255,-0.7867403,-1.0265273,-1.0163853,-1.0575222,-0.96705663,0.24979185,0.11350434,0.8675678,-0.24307096,0.71684945,-0.06446366,-0.30675706,-0.7492963,-0.63837105,-1.1698171,-0.7115511,-0.72056216,-0.8083051,0.052035857,0.9789026,0.94502366,0.6937553,1.3892194,1.4328349,0.91473997,0.6086559,0.001427928,0.15030654,0.7359084,0.33616826
Kurbaga\kurbaga_3.wav,"[-0.00635233 -0.00465723 -0.00250331 ...  0.00130649 -0.00020985
  0.00258305]",11025,frog,,-1.6094273,-0.8201193,0.5221434,0.024814157,0.1519114,0.13121095,1.0274494,-0.11825553,-0.7906555,-0.09455754,-0.13413449,-0.3568851,0.07894468,3.9297097,-0.3998656,-0.055611998,-0.6915616,-0.44452477,-1.3796422,1.8991982,-1.2304341,2.3219655,-0.877015,-1.0901406,-0.13468158,-0.9823767,0.88420624,-0.4747983,0.2195266,-0.33219686,-0.35350364,-0.45228902,1.8250759,-0.6531409,-0.7890884,-0.36871123,-0.64815027,-0.8807464,-0.40736365,-2.9356253,-0.024909941,0.47232097,0.5067577,0.27352813,0.8706304,1.1536092,0.26749542,-1.8140007,-0.4309681,-0.42758358,-0.38911548,0.7018624
Aslan\aslan_1.wav,"[-0.00092832  0.00482904  0.00103114 ... -0.0009151   0.00116622
  0.00158821]",22050,lion,,0.6210768,-0.56442916,2.5550597,0.4286891,0.35276392,2.3676114,1.6211036,-1.1059246,1.0939512,-1.0923113,1.7412623,-1.0805963,2.0482821,-0.54234517,-1.3208071,-0.5155358,-0.6375241,-0.005042414,0.40676555,-0.28058413,1.6265424,-0.16681215,0.21703188,0.05783468,-0.5887005,-0.78342456,0.34876677,-1.218118,2.5799234,-0.042012095,0.34391317,2.3671477,1.0938832,-0.9344926,0.3875599,-1.0478058,0.8868131,-1.2681605,0.72781724,0.9004675,0.28526285,1.8681339,0.7378935,0.36462653,1.454253,1.3583052,-2.2266846,1.213325,-0.8670988,1.1757239,-0.7570185,2.1156838
Esek\esek_2.wav,"[ 0.00197106 -0.00110069  0.0001563  ...  0.00048549  0.00076613
 -0.00067218]",8000,donkey,,1.3308985,-1.1001909,0.58295095,-0.29667822,0.144981,0.19385104,0.20465285,-0.013326143,0.039038975,-0.42934617,-0.23085096,-0.103602186,0.023897257,1.555222,-0.99835396,-0.5667873,-1.1666847,-0.08603623,-1.1249334,-1.1410121,-0.63554287,-0.61189055,-0.4841278,0.1923638,-0.6315948,-0.86967087,0.88420624,-1.0282738,-0.35718223,-1.0951433,-0.37021896,0.4797996,0.19052798,0.84307534,-1.1368895,-0.34320694,0.3914981,-1.056116,0.1345621,-0.6195551,-0.3300469,0.45336965,-0.032802198,-0.8096505,0.88283396,0.95762277,0.6267016,-0.47759464,-0.8847195,-0.90091413,-0.288436,0.51149786
cats_dogs\dog_barking_9.wav,"[-3.0517578e-05 -3.0517578e-05 -3.0517578e-05 ...  6.5612793e-03
  6.0729980e-03  5.5236816e-03]",16000,dog,,1.3050601,-0.14346896,0.22350413,-0.6859014,0.020778734,0.17843032,0.45649236,0.62197703,0.82245195,0.1663564,0.9483442,-0.19160356,-0.53929645,0.66839695,1.57224,1.2300419,0.66320467,0.67572176,0.16511597,1.388322,0.8683338,0.552297,-0.16196217,0.83414555,-0.04326255,0.17273337,0.88420624,1.0635754,0.7153463,-0.47817227,0.13966638,0.3427386,1.9692568,0.8714359,0.9246665,0.285123,1.4622161,-0.4653553,-0.8490297,0.1733248,0.052035857,-0.3911253,-1.4103814,-0.59361154,-0.5256579,0.00817573,0.33833465,-0.031155676,0.16575497,1.2191783,-1.0899206,-1.0949792
Esek\esek_2.wav,"[ 0.00277189  0.00253938 -0.00525672 ...  0.00058328 -0.0040913
 -0.00132147]",8000,donkey,,1.3308985,-1.1001909,0.58295095,-0.29667822,0.144981,0.19385104,0.20465285,-0.013326143,0.039038975,-0.42934617,-0.23085096,-0.103602186,0.023897257,1.555222,-0.99835396,-0.5667873,-1.1666847,-0.08603623,-1.1249334,-1.1410121,-0.63554287,-0.61189055,-0.4841278,0.1923638,-0.6315948,-0.86967087,0.88420624,-1.0282738,-0.35718223,-1.0951433,-0.37021896,0.4797996,0.19052798,0.84307534,-1.1368895,-0.34320694,0.3914981,-1.056116,0.1345621,-0.6195551,-0.3300469,0.45336965,-0.032802198,-0.8096505,0.88283396,0.95762277,0.6267016,-0.47759464,-0.8847195,-0.90091413,-0.288436,0.51149786
Tavuk\tavuk_18.wav,"[-0.0032953  -0.00242293  0.00573016 ...  0.00148406  0.00122504
 -0.00310045]",22050,chicken,,0.6086058,-0.6047772,0.40977883,-0.1471813,-0.26602605,-0.07830629,0.13560489,-0.7664885,-0.060592722,0.23003191,0.6137311,1.139105,0.6684116,2.8080266,0.8742411,-0.08798738,-0.9946009,1.6289911,-0.8614283,-1.3657063,1.3485439,-0.7663408,-0.163071,0.3402713,1.5024483,-0.0088550355,0.88420624,-0.047039714,-0.35718223,-0.11772419,0.24048378,-0.48969096,-0.32057968,-1.3000801,-1.1560186,0.18176411,0.84023005,1.6625686,0.80228925,-1.6468349,0.052035857,0.15022792,0.26590303,-1.6281292,-0.13332932,0.3850279,-2.0123127,0.29904294,0.27182734,0.6864569,1.5759126,1.6891772
Maymun\maymun_22.wav,"[ 0.00200831 -0.00043122 -0.00158647 ...  0.00013917 -0.00080205
  0.00206811]",44100,monkey,,-1.2687286,0.4699263,0.5686913,-1.4666498,1.4971658,-0.38082376,1.3774561,-0.46675065,2.1044967,-1.0172584,0.83133644,-0.2602744,0.25327915,0.23494446,2.0984986,-0.42029983,2.3000753,1.4672927,0.17451017,0.84202373,-0.3473591,1.7787502,-0.071532905,-0.58778393,-0.2995395,-0.56142944,-1.0943873,0.53513473,0.6614082,-0.3803073,2.7281716,-0.36093393,0.8926189,-0.62541395,1.8962483,-0.8937123,0.0042015314,-0.47571298,-0.099016406,-0.8210531,0.052035857,0.6738054,-1.7355531,1.4371749,-0.102064386,1.4328349,-0.63591254,1.6393342,-0.5424559,1.6956223,-0.017103493,0.31986037
Kurbaga\kurbaga_3.wav,"[-0.00219837 -0.00132127  0.00601944 ...  0.00164167 -0.00046778
 -0.00096938]",11025,frog,,-1.6094273,-0.8201193,0.5221434,0.024814157,0.1519114,0.13121095,1.0274494,-0.11825553,-0.7906555,-0.09455754,-0.13413449,-0.3568851,0.07894468,3.9297097,-0.3998656,-0.055611998,-0.6915616,-0.44452477,-1.3796422,1.8991982,-1.2304341,2.3219655,-0.877015,-1.0901406,-0.13468158,-0.9823767,0.88420624,-0.4747983,0.2195266,-0.33219686,-0.35350364,-0.45228902,1.8250759,-0.6531409,-0.7890884,-0.36871123,-0.64815027,-0.8807464,-0.40736365,-2.9356253,-0.024909941,0.47232097,0.5067577,0.27352813,0.8706304,1.1536092,0.26749542,-1.8140007,-0.4309681,-0.42758358,-0.38911548,0.7018624
Esek\esek_2.wav,"[-0.00409846  0.00598113  0.00415385 ... -0.00494154 -0.0031289
 -0.00093246]",8000,donkey,,1.3308985,-1.1001909,0.58295095,-0.29667822,0.144981,0.19385104,0.20465285,-0.013326143,0.039038975,-0.42934617,-0.23085096,-0.103602186,0.023897257,1.555222,-0.99835396,-0.5667873,-1.1666847,-0.08603623,-1.1249334,-1.1410121,-0.63554287,-0.61189055,-0.4841278,0.1923638,-0.6315948,-0.86967087,0.88420624,-1.0282738,-0.35718223,-1.0951433,-0.37021896,0.4797996,0.19052798,0.84307534,-1.1368895,-0.34320694,0.3914981,-1.056116,0.1345621,-0.6195551,-0.3300469,0.45336965,-0.032802198,-0.8096505,0.88283396,0.95762277,0.6267016,-0.47759464,-0.8847195,-0.90091413,-0.288436,0.51149786
songs\bird_common_redpoll_132611.flac,[0. 0. 0. ... 0. 0. 0.],44100,bird,common_redpoll,-0.36071196,0.15796562,0.39112514,0.061828595,0.27762544,0.49767202,0.48969424,0.61692846,0.2666505,0.17661269,0.3944837,0.8210131,0.13227813,-0.73707545,-1.2337935,-1.2431759,-1.091514,-1.4373786,-0.5860961,-1.0970949,-0.80349773,-0.77786666,-1.1411101,-1.11637,-1.0735701,-1.0747702,-1.0576473,-0.53966475,-0.25122502,-0.22083625,0.0073896465,0.030984517,0.22821033,0.20862782,-0.35833398,-0.5653385,-0.24096017,-0.23823635,-0.5341813,-1.0784885,0.052035857,0.8200513,0.8651181,1.093561,0.14512916,1.1383158,1.1740197,0.08558869,0.7529654,1.2136167,1.5077384,0.8740158
Kedi-Part2\cat_181.wav,"[-0.00033569 -0.00054932 -0.00018311 ... -0.00021362 -0.00021362
 -0.00024414]",11025,cat,,0.1821365,-0.6465304,0.16552056,0.6868327,-1.0108341,0.8793072,-0.89732057,0.12622434,0.09015894,-0.029327251,0.59955454,-0.32107022,0.32253715,2.3411016,0.2169693,0.11056563,1.8006583,2.7328835,0.83138394,1.5012153,0.5812346,-0.034746204,0.5875434,0.5704993,1.1796826,0.33000877,0.88420624,-0.0057229423,-0.35718223,1.1156399,-0.934296,1.4344352,-1.2894175,0.4533694,0.15485711,0.95467854,1.3593423,0.49542975,1.1873106,-0.6456712,0.052035857,0.28612465,0.62649304,-1.6351364,0.6592535,-0.9883284,-0.43531498,-0.044240523,-0.29110038,0.52366495,-1.0823399,-0.0132431155
Maymun\maymun_22.wav,"[-5.64819362e-03  8.04268750e-03  3.55769725e-03 ... -4.43987755e-04
 -1.33395331e-03 -7.17627958e-05]",44100,monkey,,-1.2687286,0.4699263,0.5686913,-1.4666498,1.4971658,-0.38082376,1.3774561,-0.46675065,2.1044967,-1.0172584,0.83133644,-0.2602744,0.25327915,0.23494446,2.0984986,-0.42029983,2.3000753,1.4672927,0.17451017,0.84202373,-0.3473591,1.7787502,-0.071532905,-0.58778393,-0.2995395,-0.56142944,-1.0943873,0.53513473,0.6614082,-0.3803073,2.7281716,-0.36093393,0.8926189,-0.62541395,1.8962483,-0.8937123,0.0042015314,-0.47571298,-0.099016406,-0.8210531,0.052035857,0.6738054,-1.7355531,1.4371749,-0.102064386,1.4328349,-0.63591254,1.6393342,-0.5424559,1.6956223,-0.017103493,0.31986037
Inek\inek_21.wav,"[-0.00188783  0.00098806  0.00297846 ... -0.15927842 -0.17333819
 -0.23352799]",8000,cow,,2.0535066,-0.86571455,0.52337974,-0.24884532,-0.038798474,-0.15644035,-0.064709775,-0.36947754,0.026217595,-0.44074342,-0.194462,0.27478853,0.25037447,-0.65425515,-0.059279617,-0.42265347,-1.3486934,0.045554098,-0.5044204,-0.73434395,-0.7010226,-0.9548399,-0.7110173,-0.8472208,-0.9011298,-0.68317044,1.3686708,-0.703187,-0.35718223,-0.896287,-0.934296,-1.2566026,-1.1215417,-1.3246735,-1.1560186,-1.0198404,-0.8722202,0.15119562,0.2360466,1.3511512,0.052035857,0.59720325,0.20097126,-0.27164912,-0.25401086,-0.2983471,-0.45604512,0.36628807,-0.46967077,-0.13976333,0.9520806,0.7375698
Kus-Part2\Kus_122.wav,"[ 0.00909424 -0.00921631 -0.02548218 ... -0.00018311 -0.00012207
 -0.00030518]",44100,bird,,-0.49246886,-0.28549343,-1.0557659,1.889872,0.9832449,0.7834062,1.324604,2.391648,-0.49136648,-2.110965,0.21097179,2.6580408,4.505552,-0.8473737,-0.5165754,-0.52621,-0.39410666,0.5493726,0.5923733,0.4078422,0.589937,0.49050134,-5.677004e-05,-0.3477583,0.034691006,0.8949366,-1.0108211,-0.3388257,-1.6379558,1.2919637,1.5677068,0.87095433,1.8679259,2.0691037,-0.14031106,-1.2098095,-0.08784815,1.6112118,2.799076,0.34347376,0.19153062,-0.75549734,1.7160496,0.5780751,0.48746648,1.0772043,1.9385878,-0.5489056,-1.900572,0.56421256,1.4187425,2.510504
Tavuk\tavuk_18.wav,"[-0.00301202 -0.00115542 -0.00177144 ... -0.00052398  0.00114425
  0.00057347]",22050,chicken,,0.6086058,-0.6047772,0.40977883,-0.1471813,-0.26602605,-0.07830629,0.13560489,-0.7664885,-0.060592722,0.23003191,0.6137311,1.139105,0.6684116,2.8080266,0.8742411,-0.08798738,-0.9946009,1.6289911,-0.8614283,-1.3657063,1.3485439,-0.7663408,-0.163071,0.3402713,1.5024483,-0.0088550355,0.88420624,-0.047039714,-0.35718223,-0.11772419,0.24048378,-0.48969096,-0.32057968,-1.3000801,-1.1560186,0.18176411,0.84023005,1.6625686,0.80228925,-1.6468349,0.052035857,0.15022792,0.26590303,-1.6281292,-0.13332932,0.3850279,-2.0123127,0.29904294,0.27182734,0.6864569,1.5759126,1.6891772
Tavuk\tavuk_18.wav,"[-0.00330468  0.00148493  0.00263343 ... -0.00049113  0.00069598
 -0.00080423]",22050,chicken,,0.6086058,-0.6047772,0.40977883,-0.1471813,-0.26602605,-0.07830629,0.13560489,-0.7664885,-0.060592722,0.23003191,0.6137311,1.139105,0.6684116,2.8080266,0.8742411,-0.08798738,-0.9946009,1.6289911,-0.8614283,-1.3657063,1.3485439,-0.7663408,-0.163071,0.3402713,1.5024483,-0.0088550355,0.88420624,-0.047039714,-0.35718223,-0.11772419,0.24048378,-0.48969096,-0.32057968,-1.3000801,-1.1560186,0.18176411,0.84023005,1.6625686,0.80228925,-1.6468349,0.052035857,0.15022792,0.26590303,-1.6281292,-0.13332932,0.3850279,-2.0123127,0.29904294,0.27182734,0.6864569,1.5759126,1.6891772
